LogMarijuana,LogPriceMarijuana,LogPriceCocaine,LogPriceCrack,YearsEducation,Age,Age2,Dealer,Female,PhysicalHealthGood,MentalHealthGood
4.392368782,6.907755279,8.9226583,7.418580863,10,30,900,0,0,1,1
3.31039501,6.620073207,9.558647019,7.941730268,10,30,900,0,0,0,1
5.125238643,6.774223886,9.558647019,7.941730268,14,27,729,0,0,1,1
3.503737032,9.210340372,8.29404964,8.010064426,12,24,576,1,0,0,1
4.787491743,6.907755279,8.517193191,7.567000942,12,23,529,1,0,1,0
5.075173815,7.313220387,9.952277717,8.079549192,17,35,1225,0,0,1,0
3.688879454,7.84750856,9.680344001,8.010064426,12,30,900,0,0,0,0
0,7.84750856,8.890943734,8.010064426,10,43,1849,1,1,1,1
2.708050201,8.29404964,8.793701995,9.210340372,12,35,1225,1,0,1,1
5.480638923,7.418580863,9.210340372,6.907755279,6,20,400,0,0,1,1
5.557507599,8.257681981,9.618025215,6.907755279,12,27,729,1,0,1,1
2.079441542,8.671343814,8.517193191,8.517193191,13,45,2025,1,0,1,1
1.098612289,7.60090246,8.9767255,7.60090246,12,23,529,0,0,1,1
2.708050201,7.60090246,9.224133705,7.60090246,12,29,841,0,0,1,1
1.196250756,9.210340372,9.224133705,7.60090246,14,29,841,0,0,1,1
4.471638965,6.288716092,8.517193191,7.313220387,12,34,1156,1,0,0,0
1.386294361,7.755308178,8.9767255,7.60090246,9,14,196,0,0,1,0
3.688879454,8.29404964,9.123329031,6.907755279,6,47,2209,0,0,1,1
1.294275477,8.517193191,9.123329031,6.907755279,12,22,484,0,0,1,1
4.787491743,8.111728073,8.29404964,7.418580863,10,26,676,0,0,1,1
1.17696896,7.68094509,8.793701995,7.60090246,14,23,529,0,0,1,1
3.80666249,6.789972278,9.242373877,8.334871595,9,18,324,1,0,1,0
0.693147181,7.523124739,8.9226583,7.418580863,12,19,361,0,1,1,1
2.39929738,7.843940242,9.141139854,7.567000942,14,30,900,0,0,1,1
4.787491743,8.006367568,8.517193191,8.29404964,9,34,1156,1,0,1,1
0,6.774223886,9.558647019,7.941730268,22,45,2025,0,0,1,0
3.341446174,7.418580863,9.903487553,7.567000942,12,29,841,0,1,1,1
0.693147181,6.907755279,9.210340372,7.313220387,18,61,3721,0,0,1,1
4.094344562,7.843940242,9.141139854,7.567000942,12,20,400,1,0,1,0
3.657482539,6.907755279,9.721165956,7.567000942,14,27,729,0,0,1,1
1.609437912,9.210340372,10.30895266,8.079549192,18,30,900,0,0,1,1
2.995732274,7.313220387,9.224133705,7.60090246,12,24,576,1,1,1,1
3.041717317,8.873868101,9.576965617,7.60090246,17,27,729,0,0,1,1
1.970904068,8.354674262,9.123329031,6.907755279,20,31,961,1,1,0,0
1.871802177,7.090076836,9.558647019,7.941730268,17,23,529,0,0,1,1
2.410798755,7.418580863,7.824046011,7.418580863,15,23,529,0,0,1,1
5.444374323,7.824046011,9.242373877,8.334871595,5,22,484,1,1,1,1
0,6.907755279,9.105821302,7.60090246,14,34,1156,0,1,1,1
1.386294361,8.751386556,10.30895266,8.079549192,12,28,784,1,1,1,0
0.693147181,8.517193191,10.02127059,8.079549192,13,61,3721,1,0,1,1
1.386294361,8.29404964,8.890943734,8.010064426,12,49,2401,1,0,0,0
2.079441542,7.191859509,8.9226583,7.313220387,10,16,256,0,0,1,0
2.139286201,7.915983491,8.9226583,7.418580863,11,18,324,0,1,1,0
4.787491743,6.502290206,9.558647019,8.2280285,9,17,289,1,0,1,1
1.386294361,8.117958643,10.02127059,8.079549192,14,26,676,1,1,1,1
4.777049495,8.111728073,10.02127059,8.079549192,18,37,1369,0,0,1,1
2.079441542,7.975712018,9.224133705,7.60090246,12,37,1369,1,0,1,1
3.164218352,8.873868101,9.242373877,8.334871595,12,26,676,1,0,1,1
4.016020378,8.699514748,10.59663473,8.079549192,17,34,1156,1,1,1,0
0,8.517193191,9.903487553,6.907755279,19,55,3025,1,0,1,1
4.27654107,7.85221686,8.890943734,8.010064426,12,23,529,1,0,0,1
5.97126184,7.814406823,9.242373877,8.334871595,12,20,400,1,0,1,1
1.150484144,8.751386556,10.30895266,8.079549192,18,24,576,1,1,1,0
1.791759469,7.824046011,8.517193191,7.567000942,4,35,1225,0,1,1,1
2.772588722,7.824046011,9.242373877,8.111728073,10,40,1600,1,0,0,0
4.094344562,8.111728073,9.141139854,7.567000942,11,24,576,0,0,1,0
5.167255722,7.60090246,8.890943734,8.010064426,7,22,484,1,0,1,1
1.641445229,7.84750856,8.890943734,8.010064426,15,36,1296,1,0,1,1
0,8.125554773,9.123329031,6.907755279,17,32,1024,0,0,1,1
4.094344562,6.907755279,8.890943734,8.010064426,18,41,1681,0,1,1,1
2.302585093,7.393263095,9.105821302,7.418580863,12,33,1089,0,0,1,1
4.094344562,6.907755279,8.911484976,8.354674262,6,29,841,1,1,1,1
2.995732274,7.60090246,8.517193191,8.2280285,6,16,256,1,0,1,1
2.006395386,8.517193191,9.123329031,6.907755279,18,32,1024,0,0,1,1
0,7.60090246,8.872533936,8.354674262,13,18,324,0,1,1,1
1.589985332,7.84750856,8.890943734,8.010064426,12,48,2304,1,0,1,0
4.094344562,7.090076836,9.141139854,7.567000942,13,24,576,0,0,0,0
2.079441542,8.117958643,10.02127059,8.079549192,21,31,961,0,0,1,1
3.149882982,7.60090246,8.699514748,8.354674262,12,24,576,1,1,1,1
0,8.041110482,9.903487553,6.907755279,19,30,900,0,1,1,1
0,7.835238501,9.952277717,8.079549192,19,32,1024,0,1,1,1
5.029959702,6.279146576,8.911485044,6.987797956,12,18,324,0,0,1,1
4.244746438,7.888584544,8.890943734,8.010064426,5,43,1849,1,0,1,1
2.079441542,7.963807953,8.699514748,8.354674262,12,20,400,1,0,0,0
0,7.830305778,8.793701995,8.2280285,12,18,324,1,0,1,1
5.480638923,8.006367568,8.890943734,8.010064426,2,30,900,1,0,1,1
4.787491743,7.60090246,8.517193191,8.354674262,11,29,841,1,0,1,1
2.079441542,7.928406026,8.517193191,8.2280285,10,25,625,0,0,1,1
4.094344562,6.279146576,8.793701995,8.2280285,13,30,900,0,0,1,1
1.098612222,8.853665428,9.903487553,6.907755279,17,28,784,0,1,1,1
0,8.125554773,9.123329031,6.907755279,13,20,400,0,1,0,0
1.386294361,9.104979856,8.911485044,6.987797956,17,25,625,0,0,1,1
2.484528078,6.907755279,9.903487553,8.2280285,10,18,324,1,0,1,1
1.386294361,7.60090246,8.911485044,6.987797956,12,35,1225,0,0,1,1
0,8.024207158,9.105821302,7.418580863,14,36,1296,0,1,1,1
0.998810701,7.755308178,8.9767255,7.60090246,15,30,900,0,1,1,1
2.772588722,7.824046011,9.13109105,7.929406535,15,28,784,0,0,1,1
3.465735903,8.634976227,8.911485044,6.987797956,11,18,324,1,1,1,1
0.693147181,7.824046011,8.911485044,6.987797956,16,23,529,1,1,1,1
3.985225585,8.125554773,9.123329031,6.907755279,17,29,841,1,0,1,0
4.2035439,6.725433694,9.13109105,8.334871595,11,23,529,0,0,1,1
1.386294361,8.125554773,9.123329031,6.907755279,15,27,729,1,0,1,1
0,6.907755279,9.903487553,6.907755279,16,29,841,0,1,1,1
2.995732274,7.513891119,9.13109105,7.929406535,11,23,529,0,1,1,1
0,7.824046011,9.903487553,7.418580863,17,24,576,0,0,1,1
0,6.907755279,9.903487553,6.907755279,17,26,676,1,1,1,1
0,8.041110482,9.903487553,6.907755279,16,19,361,0,0,1,0
0.738830762,7.716971583,8.911485044,6.987797956,14,27,729,1,0,1,1
3.16758253,6.214608098,8.9767255,7.60090246,14,20,400,0,0,1,0
1.930093697,8.517193191,9.13109105,8.334871595,12,29,841,1,1,1,1
4.49980967,6.502290206,9.13109105,8.334871595,7,19,361,0,1,0,1
5.768320996,7.824046011,9.546812609,7.929406535,10,19,361,0,0,1,0
0,8.125554773,9.210340372,6.907755279,14,23,529,1,0,1,1
1.449259372,7.824046011,8.9767255,7.60090246,15,55,3025,0,0,1,1
1.234266618,8.114275037,9.618025215,6.907755279,10,18,324,0,1,1,1
2.581619255,8.006367568,9.903487553,7.567000942,10,24,576,1,0,1,1
2.48490665,8.804875239,8.9767255,7.60090246,12,24,576,1,0,1,1
0,7.755308178,8.9767255,7.60090246,15,34,1156,0,0,1,1
0.693147181,7.716971583,8.911485044,6.987797956,12,25,625,1,0,1,1
0.887618175,7.755308178,8.9767255,7.60090246,12,24,576,0,0,1,1
4.31748822,6.502290206,8.911485044,6.987797956,16,25,625,0,0,1,1
1.386294361,9.210340372,9.335503486,7.929406535,17,25,625,0,0,1,1
2.333088498,7.513891119,9.13109105,7.929406535,14,35,1225,0,0,0,1
1.386294361,7.824046011,8.9767255,7.60090246,12,28,784,0,0,1,1
2.718251458,7.716971583,8.911485044,6.987797956,10,26,676,1,0,1,1
0.693147181,8.517193191,8.9767255,7.60090246,17,29,841,1,1,1,1
5.192956851,6.502290206,8.911485044,6.987797956,14,25,625,1,1,0,0
1.386294361,7.716971583,8.911485044,6.987797956,12,29,841,1,0,1,1
5.480638923,7.418580863,8.911485044,6.987797956,13,31,961,0,0,0,0
3.11914627,7.467371067,8.9767255,7.60090246,16,26,676,1,0,1,0
3.951243719,6.907755279,9.242373877,8.334871595,4,23,529,1,0,1,0
0.875089999,6.907755279,8.9226583,7.567000942,12,24,576,0,0,1,1
5.388265606,7.003065459,9.433483923,8.9226583,12,34,1156,1,0,1,0
0.693147181,6.214608098,9.210340372,8.2280285,6,14,196,1,0,1,0
1.386294361,7.096997251,8.699514748,7.567000942,17,25,625,0,0,1,1
4.72717939,7.830305778,8.793701995,8.2280285,12,29,841,1,0,1,1
1.386294361,7.843940242,9.141139854,7.567000942,11,20,400,1,1,1,1
1.386294361,7.096997251,8.699514748,7.567000942,8,47,2209,1,0,1,0
5.480638923,6.907755279,9.123328922,8.2280285,14,26,676,0,1,1,1
0,7.457354266,9.721165956,7.567000942,12,16,256,0,1,1,0
1.609437912,7.60090246,8.111728073,8.2280285,12,30,900,1,0,1,1
2.440227051,8.517193191,9.141139854,7.567000942,12,24,576,0,0,1,1
2.48490665,8.006367568,8.517193191,7.567000942,11,18,324,0,0,0,1
0.693147181,7.755053125,8.111728073,7.418580863,17,25,625,1,0,1,1
4.787491743,8.517193191,9.210340372,7.418580863,12,36,1296,1,0,1,0
1.687662858,7.84750856,8.890943734,8.010064426,15,34,1156,1,0,1,1
4.317488114,7.60090246,9.558647019,8.2280285,9,61,3721,0,0,1,1
0,7.877155784,9.970626861,7.60090246,19,29,841,0,0,1,1
1.386294361,8.517193191,9.141139854,7.60090246,12,28,784,1,0,1,1
0.900642169,8.125554773,9.123329031,6.907755279,17,38,1444,1,0,1,1
1.386294361,6.725433694,9.576965617,7.941730268,17,38,1444,1,1,1,0
4.787491743,8.517193191,9.105821302,7.418580863,11,17,289,1,0,1,1
1.386294361,8.114275037,9.618025215,6.907755279,16,36,1296,1,0,1,1
4.787491743,8.111728073,9.224133705,7.60090246,9,23,529,1,0,0,1
0,8.517193191,9.141139854,7.567000942,12,58,3364,1,1,0,1
0.693147181,6.907755279,9.123328922,8.2280285,6,22,484,0,0,1,1
0,8.699514748,9.105821302,7.418580863,13,18,324,0,0,1,0
5.075173815,8.006367568,8.006367568,8.2280285,9,21,441,0,0,0,0
3.401197382,7.418580863,9.970626861,7.60090246,18,30,900,1,0,0,0
0,7.863266724,9.498022419,7.418580863,16,24,576,0,0,1,0
3.465735903,7.13089883,8.517193191,7.313220387,12,19,361,1,1,1,1
4.57777126,6.907755279,8.793701995,6.907755279,17,24,576,1,0,1,0
0.488031275,7.177418839,8.872533936,8.354674262,16,22,484,1,1,1,1
6.396929655,7.888584544,8.517193191,7.313220387,7,33,1089,1,0,1,1
0.294104703,8.125554773,9.123329031,6.907755279,12,34,1156,0,0,1,0
2.995732274,7.60090246,8.793701995,7.60090246,2,27,729,0,0,1,1
1.386294361,8.29404964,9.576965617,7.941730268,17,21,441,1,1,1,1
0,8.041110482,9.903487553,6.907755279,17,43,1849,1,0,1,0
1.386294361,7.60090246,9.141139854,7.567000942,14,19,361,0,1,1,0
2.995732274,7.84750856,8.890943734,8.010064426,10,17,289,1,1,1,1
2.302585093,7.60090246,9.105821302,7.418580863,12,18,324,0,0,1,1
0.47644838,8.29404964,9.576965617,7.941730268,20,37,1369,0,0,1,0
3.401197382,6.502290206,8.793701995,8.2280285,10,15,225,1,1,0,0
0.206995551,7.985516759,9.141139854,7.567000942,12,25,625,1,1,0,0
4.702934352,8.699514748,9.210340372,6.907755279,12,19,361,1,1,1,1
3.688879454,8.006367568,8.160518247,7.567000942,15,32,1024,1,0,1,1
3.871201011,7.824046011,9.105821302,7.418580863,15,26,676,1,0,1,1
1.386294361,7.661527081,8.160518247,7.567000942,16,25,625,1,0,1,1
1.386294361,7.649692624,9.210340372,7.941730268,10,39,1521,0,1,1,1
3.575472934,7.313220387,9.105821302,7.418580863,12,45,2025,1,0,0,0
5.981414211,7.522940918,9.558647019,7.941730268,19,28,784,0,0,1,1
5.480638923,6.214608098,9.105821302,6.907755279,15,22,484,0,0,1,1
0.815304457,8.125554773,9.123329031,6.907755279,14,26,676,0,0,1,1
2.48490665,7.60090246,9.105821302,7.418580863,12,29,841,0,1,0,0
0.753771802,8.517193191,9.903487553,7.941730268,17,25,625,0,0,1,1
2.995732274,6.214608098,9.618025215,6.907755279,12,22,484,1,1,1,1
2.079441542,7.84750856,8.890943734,8.010064426,11,25,625,1,0,1,1
3.871201011,6.725433694,8.793701995,8.2280285,11,23,529,0,0,0,1
4.787491743,7.418580863,8.793701995,8.2280285,16,29,841,1,1,0,0
1.386294361,8.251490017,9.141139854,7.567000942,12,19,361,0,1,1,1
0,8.411832676,8.853665428,7.567000942,16,46,2116,0,0,1,1
2.47330098,8.111728073,9.210340372,7.567000942,15,22,484,1,1,1,1
4.787491743,8.699514748,8.517193191,8.29404964,6,16,256,0,0,1,1
4.094344562,6.502290206,8.9767255,7.60090246,10,17,289,0,0,1,1
5.480638923,8.111728073,7.824046011,8.2280285,7,18,324,1,0,1,0
2.302585093,6.907755279,9.498022419,7.418580863,23,42,1764,0,0,1,1
1.386294361,8.987196821,9.576965617,7.941730268,17,32,1024,0,1,1,0
0,8.9226583,8.793701995,8.2280285,2,22,484,0,1,1,0
1.098612289,8.125554773,9.123329031,6.907755279,6,30,900,0,0,0,0
4.787491743,7.60090246,9.141139854,7.567000942,12,22,484,0,0,1,1
5.416100402,7.313220387,9.210340372,8.2280285,4,35,1225,1,0,0,0
5.480638923,6.214608098,9.224133705,7.60090246,12,35,1225,1,1,1,1
1.30172724,7.975712018,9.224133705,7.60090246,15,25,625,1,1,1,1
1.386294361,7.60090246,8.793701995,8.2280285,13,22,484,1,1,0,1
4.787491743,6.907755279,8.411832676,8.2280285,12,24,576,0,1,1,0
0.32294827,8.024207158,9.105821302,7.418580863,10,24,576,0,0,1,1
0,7.84750856,8.890943734,8.010064426,13,22,484,1,0,1,1
0,7.755308178,8.9767255,7.60090246,12,32,1024,0,0,0,0
2.933590664,7.60090246,8.793701995,8.2280285,13,23,529,0,1,1,0
4.787491743,6.214608098,8.793701995,8.2280285,12,20,400,1,0,1,1
0,7.99939891,9.970626861,7.60090246,12,48,2304,1,0,0,1
4.382026635,7.313220387,8.517193191,8.517193191,2,16,256,1,0,1,1
4.382026635,7.60090246,9.210340372,7.567000942,6,40,1600,0,0,0,0
3.664498259,7.755308178,8.9767255,7.60090246,13,18,324,1,1,0,0
3.401197382,6.907755279,8.853665428,8.2280285,9,27,729,0,0,1,1
1.609437912,8.29404964,8.111728073,8.2280285,12,28,784,1,0,1,0
2.302585093,6.907755279,8.793701995,6.907755279,12,29,841,0,0,1,1
1.609437912,8.114275037,9.618025215,6.907755279,12,33,1089,1,1,0,1
0,8.006367568,9.210340372,6.907755279,17,33,1089,0,0,1,1
1.386294361,8.18030418,9.335503486,7.929406535,16,23,529,0,1,1,0
0,8.114275037,9.618025215,6.907755279,14,18,324,1,0,1,1
1.386294361,8.114275037,9.618025215,6.907755279,12,19,361,1,0,1,1
3.574137767,7.35670552,9.903487553,8.2280285,8,26,676,1,0,1,1
3.401197382,6.907755279,9.141139854,6.907755279,12,34,1156,0,0,0,1
5.480638923,6.907755279,9.510444964,7.418580863,11,17,289,1,0,1,1
4.545576613,7.090076836,8.890943734,8.010064426,13,28,784,1,0,1,1
2.079441542,8.517193191,8.793701995,8.2280285,12,21,441,1,1,1,1
2.772588722,6.214608098,9.210340372,7.567000942,17,37,1369,1,0,1,1
2.079441542,8.006367568,9.210340372,8.2280285,11,15,225,1,0,1,0
3.688879454,7.313220387,8.9226583,7.567000942,14,59,3481,1,0,1,0
2.236028441,7.84750856,8.890943734,8.010064426,13,23,529,1,0,1,1
0.934541685,7.673223121,10.1266311,7.941730268,12,50,2500,0,1,1,0
1.386294361,7.84750856,8.890943734,8.010064426,12,19,361,0,1,1,0
2.772588722,6.214608098,9.224133705,7.60090246,16,35,1225,0,0,1,0
1.386294361,8.125554773,9.123329031,6.907755279,16,20,400,0,1,1,1
2.995732274,7.313220387,9.970626861,7.60090246,6,48,2304,1,0,1,1
2.079441542,7.313220387,9.903487553,8.2280285,12,28,784,1,0,1,1
2.079441542,8.006367568,8.890943734,8.010064426,11,21,441,1,0,1,1
4.094344696,7.195437401,9.224133705,7.60090246,14,27,729,0,0,1,1
1.098612289,7.84750856,8.890943734,8.010064426,12,29,841,1,0,1,1
4.605170186,7.377758908,8.890943734,8.010064426,13,30,900,0,0,1,1
3.261833317,7.84750856,8.890943734,8.010064426,10,46,2116,1,0,1,0
1.140161315,7.522940918,9.558647019,7.941730268,16,22,484,0,0,1,1
0,8.987196821,9.123329031,6.907755279,13,27,729,0,0,1,0
3.465735903,8.29404964,9.224133705,7.60090246,15,24,576,1,0,1,1
3.33220451,7.44675183,9.224133705,7.60090246,14,22,484,1,0,0,1
4.787491743,6.214608098,8.890943734,8.010064426,12,25,625,1,0,1,1
3.217122368,7.755053125,8.111728073,7.567000942,10,46,2116,1,0,1,1
3.17805383,7.418580863,9.618025215,6.907755279,14,26,676,0,0,1,1
0.223517801,7.522940918,9.558647019,7.941730268,13,22,484,0,1,1,0
1.791759469,7.84750856,8.890943734,8.010064426,12,20,400,1,1,0,0
1.386294361,8.124150603,9.210340372,7.567000942,13,28,784,1,1,1,0
4.787491743,7.60090246,9.952277717,8.079549192,12,20,400,1,0,1,1
1.375759666,8.114275037,9.618025215,6.907755279,17,35,1225,1,1,0,1
4.787491743,6.907755279,8.890943734,8.010064426,8,13,169,0,0,1,1
2.065383058,8.114275037,9.618025215,6.907755279,17,43,1849,1,1,0,0
0,7.975712018,9.224133705,7.60090246,15,21,441,0,1,1,0
3.688879454,8.006367568,8.793701995,8.2280285,8,29,841,1,0,1,1
4.094344562,7.60090246,8.911485044,6.987797956,7,42,1764,0,0,1,1
4.4037666,8.111728073,8.699514748,8.354674262,17,28,784,0,1,0,1
2.302585093,7.797017325,9.210340372,7.567000942,11,16,256,1,0,1,0
0.794047479,7.843940242,9.141139854,7.567000942,13,24,576,1,0,1,0
4.643943491,7.457354266,9.721165956,7.567000942,7,22,484,1,0,1,1
1.791759469,6.725433694,9.618025215,6.907755279,6,35,1225,0,0,1,1
4.787491743,8.699514748,9.618025215,6.907755279,13,32,1024,1,0,0,1
5.347107531,7.60090246,9.433483923,7.60090246,11,24,576,1,0,0,0
3.871201011,7.824046011,8.9226583,7.60090246,10,20,400,1,0,1,0
5.060557262,7.814406823,9.242373877,8.334871595,12,19,361,1,0,1,1
4.094344562,7.824046011,9.510444964,7.941730268,14,44,1936,1,0,1,1
2.48490665,8.987196821,9.105821302,7.418580863,6,14,196,0,1,1,0
2.48490665,8.517193191,9.105821302,7.418580863,14,27,729,1,0,1,1
1.098612289,7.418580863,8.9767255,7.60090246,6,47,2209,1,0,0,0
2.079441542,7.84750856,8.006367568,8.010064426,5,18,324,1,0,1,1
3.534728737,8.111728073,9.952277717,8.079549192,16,21,441,0,0,1,1
0,7.975712018,9.224133705,7.60090246,14,27,729,1,0,1,1
2.079441542,8.753581917,9.210340372,7.567000942,16,27,729,0,0,1,1
3.233060544,7.313220387,9.335503486,7.929406535,12,25,625,1,0,1,1
0,8.006367568,9.123329031,6.907755279,14,27,729,0,0,1,1
1.791759469,8.517193191,8.517193191,8.517193191,13,30,900,0,0,1,1
0,8.114275037,9.618025215,6.907755279,14,21,441,0,1,0,0
1.098612289,7.875101189,9.903487553,7.567000942,8,30,900,0,0,1,1
6.173786104,6.725433694,9.13109105,8.334871595,6,23,529,1,0,1,1
1.386294361,7.313220387,8.872533936,8.354674262,5,56,3136,1,0,0,1
2.48490665,8.517193191,9.903487553,7.567000942,12,38,1444,1,0,0,0
0.965080896,8.060434736,8.872533936,8.354674262,17,36,1296,1,0,0,1
2.48490665,8.804875239,8.517193191,8.517193191,16,21,441,0,0,1,1
4.787491743,8.111728073,9.224133705,7.60090246,17,29,841,1,0,1,1
2.48490665,7.418580863,9.210340372,7.567000942,6,27,729,0,0,1,1
2.692671147,7.84750856,8.9226583,8.010064426,3,30,900,1,0,1,1
2.48490665,7.003065459,8.911484976,8.354674262,12,18,324,1,0,1,1
1.386294361,7.814406823,9.242373877,8.334871595,7,14,196,1,0,1,1
4.787491743,7.60090246,9.242373877,8.334871595,11,19,361,1,0,1,0
3.848352758,8.517193191,8.111728073,7.941730268,14,48,2304,1,0,1,1
0.215284187,7.755308178,8.9767255,7.60090246,15,22,484,1,0,1,1
3.827074496,7.824046011,9.558647019,7.941730268,17,34,1156,0,0,1,1
2.079441542,8.006367568,9.618025215,6.907755279,10,15,225,1,1,0,0
2.636139219,8.517193191,9.952277717,8.079549192,13,28,784,1,0,1,1
4.17438727,8.006367568,9.618025215,6.907755279,18,28,784,1,0,1,1
0,7.60090246,9.105821302,7.418580863,15,29,841,1,1,0,0
5.703514705,7.418580863,9.13109105,8.334871595,17,42,1764,0,0,1,1
1.792949028,7.755308178,8.9767255,7.60090246,21,40,1600,0,1,1,1
4.787491743,8.006367568,9.224133705,7.60090246,10,17,289,1,0,1,1
2.48490665,8.804875239,9.224133705,7.60090246,12,21,441,1,1,0,0
4.605170186,6.396929655,9.903487553,6.907755279,17,27,729,0,0,1,1
3.401197382,7.755053125,9.210340372,6.907755279,13,45,2025,1,0,1,1
0,8.125554773,9.123329031,6.907755279,15,23,529,1,1,1,1
2.079441542,6.907755279,8.699514748,8.354674262,14,36,1296,1,0,1,1
0.693147181,6.774223886,9.558647019,7.941730268,16,20,400,0,0,1,1
0,7.522940918,9.558647019,7.941730268,17,41,1681,0,1,1,1
1.386294361,8.517193191,9.123329031,6.907755279,13,29,841,1,0,0,1
0.189831619,7.975712018,9.224133705,7.60090246,17,31,961,1,1,1,0
0.693147181,7.824046011,8.517193191,7.567000942,14,31,961,0,0,1,1
5.480638923,6.907755279,8.9226583,7.313220387,11,19,361,0,0,0,1
1.386294361,7.975712018,9.224133705,7.60090246,14,19,361,1,1,1,1
2.079441542,8.642356305,9.36449108,7.418580863,16,26,676,0,0,1,1
1.386294361,8.751386556,10.30895266,8.079549192,19,28,784,1,0,1,0
4.094344562,6.907755279,9.242373877,8.334871595,3,29,841,1,0,0,0
3.818552632,8.041110482,9.903487553,6.907755279,12,32,1024,0,0,1,1
4.787491743,7.888584544,8.890943734,8.010064426,5,39,1521,1,1,1,1
1.115178082,7.84750856,8.890943734,8.010064426,12,16,256,1,0,1,0
2.342936321,9.210340372,8.699514748,8.354674262,21,50,2500,0,1,1,1
0,8.041110482,9.903487553,6.907755279,18,31,961,0,1,1,1
3.401197382,6.907755279,9.242373877,8.334871595,1,61,3721,1,0,0,0
4.382026635,8.517193191,8.890943734,8.010064426,17,29,841,1,0,1,0
0.584028222,8.125554773,9.123329031,6.907755279,18,40,1600,0,1,1,1
4.388143737,7.755308178,8.9767255,7.60090246,13,32,1024,0,0,1,1
2.079441542,8.341516143,8.517193191,8.517193191,7,30,900,0,0,1,1
2.442347035,7.003065459,8.517193191,8.2280285,17,26,676,1,0,0,0
2.097414371,7.975712018,9.224133705,7.60090246,15,29,841,0,0,1,1
0.693147181,7.814406823,9.242373877,8.334871595,13,44,1936,1,0,1,1
2.48490665,7.418580863,8.911485044,6.987797956,14,23,529,0,0,1,0
0,7.755308178,8.9767255,7.60090246,16,22,484,0,1,1,0
4.787491743,8.517193191,9.13109105,8.334871595,12,27,729,1,0,1,1
4.787491743,8.006367568,8.872533936,8.354674262,12,23,529,0,0,1,1
2.079441542,6.907755279,8.872533936,8.354674262,13,21,441,1,0,0,1
0,7.60090246,8.872533936,8.354674262,17,27,729,0,0,1,1
0,8.041110482,9.903487553,6.907755279,13,21,441,0,1,0,0
1.386294361,6.907755279,8.9767255,7.60090246,10,35,1225,0,0,1,0
0.693147181,7.755308178,8.9767255,7.60090246,17,29,841,0,0,1,1
3.33220451,6.753604626,9.903487553,7.567000942,9,17,289,1,0,1,1
1.386294361,8.125554773,9.123329031,6.907755279,13,22,484,1,0,1,1
0,7.843940242,9.141139854,7.567000942,12,25,625,1,0,1,1
2.772588722,8.172352715,9.903487553,8.2280285,7,14,196,1,1,1,1
0,8.125554773,9.123329031,6.907755279,12,20,400,0,0,1,0
0.693147181,8.29404964,9.123329031,6.907755279,12,61,3721,1,0,1,1
1.984221342,7.60090246,9.123329031,6.907755279,17,30,900,1,0,1,1
4.522749083,8.125554773,9.123329031,6.907755279,9,23,529,0,0,0,1
3.425688445,6.907755279,9.903487553,7.418580863,12,46,2116,1,0,1,1
1.098612289,7.513891119,9.13109105,7.929406535,14,21,441,0,0,1,1
2.525193381,7.60090246,8.9767255,7.60090246,12,17,289,0,0,1,1
2.302585093,7.60090246,8.911485044,6.987797956,6,36,1296,0,0,1,0
0.215284187,7.755308178,8.9767255,7.60090246,15,27,729,0,1,1,1
4.322436994,6.571283036,8.9767255,7.60090246,15,26,676,1,0,1,0
2.302585093,6.907755279,9.13109105,8.334871595,11,38,1444,1,1,0,1
1.714146372,6.907755279,9.123329031,6.907755279,18,27,729,1,0,1,1
3.318047811,7.418580863,9.123329031,6.907755279,14,25,625,1,0,1,1
2.316272492,9.210340372,8.9767255,7.60090246,11,34,1156,0,0,1,1
1.979306834,7.716971583,8.911485044,6.987797956,12,20,400,1,0,1,0
4.094344562,7.824046011,8.911485044,6.987797956,4,38,1444,0,0,1,1
3.753963061,8.517193191,8.9767255,7.60090246,12,30,900,1,0,1,0
5.480638923,6.725433694,8.9767255,7.60090246,17,22,484,0,0,1,1
0.801991227,7.824046011,8.9767255,7.60090246,16,26,676,1,0,0,0
0,7.755308178,8.9767255,7.60090246,11,15,225,1,0,1,1
3.401197382,7.418580863,8.9767255,7.60090246,8,16,256,0,1,1,0
3.465735903,6.43775165,8.9767255,7.60090246,12,18,324,0,0,0,1
0.194471035,7.755308178,8.9767255,7.60090246,18,27,729,0,0,1,1
2.079441542,7.716971583,8.911485044,6.987797956,7,14,196,1,1,1,1
5.69898676,7.716971583,8.911485044,6.987797956,16,21,441,0,0,1,0
1.016320665,7.457218677,9.13109105,8.334871595,7,17,289,0,1,1,0
1.098612289,7.755308178,8.9767255,7.60090246,6,51,2601,1,0,1,1
0.146603356,6.907755279,9.141139854,6.907755279,17,29,841,0,0,1,1
2.079441542,7.755053125,9.141139854,7.567000942,12,38,1444,1,0,1,1
2.772588722,7.13089883,9.141139854,7.60090246,12,21,441,1,0,1,1
0,8.642356305,9.210340372,7.418580863,13,20,400,0,0,0,0
0,7.843940242,9.141139854,7.567000942,14,20,400,0,0,0,1
1.386294361,6.907755279,9.141139854,6.907755279,12,20,400,0,1,0,0
2.079441542,6.907755279,7.824046011,7.567000942,13,23,529,0,1,0,0
5.991464547,8.29404964,9.210340372,8.2280285,8,29,841,1,1,0,1
